Data Source,World Bank
Last Updated Date,2025-01-01
Indicator Name,"Individuals using the Internet, male (% of male population)"
Country Name,Country Code,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Malaysia,MYS,58.6364,65.4068,72.9667,80.0322,81.9161,83.5169,85.8538,91.2531,97.1502,98.829,98.153,98.3628
