Data Source,World Bank
Last Updated Date,2025-01-01
Indicator Name,"Individuals using the Internet, female (% of female population)"
Country Name,Country Code,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Malaysia,MYS,55.3657,61.8034,69.0241,76.6869,78.2387,78.7261,82.369,87.7006,96.32,95.85,97.1838,97.6373
